"id","ts","stage","stage_name","spectrum","temp1","temp2","humidity","soil_pct","light_lux","vibration","pump_on","pump_status","light_hrs_today","harvest_eta_days","health_score"
"43","2026-04-07 05:20:19","0","Seedling","OFF","31.5","0","83","75","0","0","0","IDLE","3.51","35","80"
"44","2026-04-07 05:30:20","0","Seedling","OFF","31.5","0","78.5","78.2","0","0","0","IDLE","3.51","35","90"
"45","2026-04-07 05:40:21","0","Seedling","OFF","31.5","0","77","75.8","0","0","0","IDLE","3.51","35","90"
"46","2026-04-07 05:50:22","0","Seedling","OFF","31.5","0","83","75.3","0","0","0","IDLE","3.51","35","80"
"47","2026-04-07 06:00:23","0","Seedling","OFF","31.5","0","81","76.5","0","0","0","IDLE","3.51","35","80"
"48","2026-04-07 06:10:24","0","Seedling","OFF","31.5","0","79","73.9","0","0","0","IDLE","3.51","35","90"
"49","2026-04-07 06:20:25","0","Seedling","OFF","31.5","0","77.5","73.1","0","0","0","IDLE","3.51","35","90"
"50","2026-04-07 06:30:26","0","Seedling","OFF","31.5","0","77","75","0","0","0","IDLE","3.51","35","90"
"51","2026-04-07 08:30:38","0","Seedling","OFF","31","0","74.5","72.2","0","0","0","IDLE","3.51","35","90"
"52","2026-04-07 09:50:46","0","Seedling","OFF","31.5","0","70","81.6","159","0","0","IDLE","4.17","35","90"
"53","2026-04-07 13:21:07","0","Seedling","OFF","31.5","0","83","68.9","26.9","0","0","IDLE","4.84","35","80"
"54","2026-04-07 13:31:08","0","Seedling","OFF","31.5","0","79.5","67.4","27.1","0","0","IDLE","4.84","35","90"
"55","2026-04-07 13:41:09","0","Seedling","OFF","31.5","0","79","65.4","29.1","0","0","IDLE","4.84","35","90"
"56","2026-04-07 15:51:22","0","Seedling","OFF","31.5","0","76","75","9.8","0","0","IDLE","0","35","90"
"57","2026-04-07 18:21:36","0","Seedling","OFF","32.5","0","85","55.2","0","0","0","IDLE","1.5","35","80"
"58","2026-04-07 18:51:39","0","Seedling","OFF","32.5","0","87.5","78.8","0","0","0","IDLE","1.5","35","80"
"59","2026-04-07 21:11:53","0","Seedling","OFF","32.5","0","74.5","100","93.3","0","0","IDLE","2.84","35","90"
"60","2026-04-07 23:02:04","0","Seedling","OFF","32.5","0","80","99.8","0","0","0","IDLE","3.51","35","90"
"61","2026-04-08 00:02:10","0","Seedling","OFF","31.5","0","75","99.6","0","0","0","IDLE","3.51","35","90"
"62","2026-04-08 00:12:11","0","Seedling","OFF","31.5","0","78.5","99.5","0","0","0","IDLE","3.51","35","90"
"63","2026-04-08 00:22:12","0","Seedling","OFF","31.5","0","80","99.6","0","0","0","IDLE","3.51","35","90"
"64","2026-04-08 00:32:13","0","Seedling","OFF","32","0","81.5","99.9","0","0","0","IDLE","3.51","35","80"
"65","2026-04-08 00:42:14","0","Seedling","OFF","31.5","0","81.5","99.9","0","0","0","IDLE","3.51","35","80"
"66","2026-04-08 00:52:15","0","Seedling","OFF","31.5","0","81.5","100","0","0","0","IDLE","3.51","35","80"
"67","2026-04-08 01:02:16","0","Seedling","OFF","31.5","0","82.5","100","0","0","0","IDLE","3.51","35","80"
"68","2026-04-08 01:12:17","0","Seedling","OFF","31.5","0","80","99.8","0","0","0","IDLE","3.51","35","90"
"69","2026-04-08 01:22:18","0","Seedling","OFF","31.5","0","81","99.4","0","0","0","IDLE","3.51","35","80"
"70","2026-04-08 01:32:19","0","Seedling","OFF","31.5","0","81","99.5","0","0","0","IDLE","3.51","35","80"
"71","2026-04-08 01:42:20","0","Seedling","OFF","31.5","0","79","99.9","0","0","0","IDLE","3.51","35","90"
"72","2026-04-08 01:52:21","0","Seedling","OFF","31.5","0","78.5","99.7","0","0","0","IDLE","3.51","35","90"
"73","2026-04-08 02:02:21","0","Seedling","OFF","31.5","0","80.5","99.7","0","0","0","IDLE","3.51","35","80"
"74","2026-04-08 02:42:26","0","Seedling","OFF","31.5","0","81.5","99.6","0","0","0","IDLE","3.51","35","80"
"75","2026-04-08 02:52:27","0","Seedling","OFF","31.5","0","74","99.7","0","0","0","IDLE","3.51","35","90"
"76","2026-04-08 03:02:28","0","Seedling","OFF","31.5","0","74.5","100","0","0","0","IDLE","3.51","35","90"
"77","2026-04-08 03:12:28","0","Seedling","OFF","31.5","0","80.5","99.9","0","0","0","IDLE","3.51","35","80"
"78","2026-04-08 03:22:29","0","Seedling","OFF","31.5","0","78","99.6","0","0","0","IDLE","3.51","35","90"
"79","2026-04-08 03:32:30","0","Seedling","OFF","31.5","0","77","99.9","0","0","0","IDLE","3.51","35","90"
"80","2026-04-08 03:42:31","0","Seedling","OFF","31.5","0","78","99.9","0","0","0","IDLE","3.51","35","90"
"81","2026-04-08 03:52:32","0","Seedling","OFF","31.5","0","79.5","100","0","0","0","IDLE","3.51","35","90"
"82","2026-04-08 04:02:34","0","Seedling","OFF","31.5","0","74.5","99.7","0","0","0","IDLE","3.51","35","90"
"83","2026-04-08 04:12:35","0","Seedling","OFF","31.5","0","77","100","0","0","0","IDLE","3.51","35","90"
"84","2026-04-08 04:22:35","0","Seedling","OFF","31.5","0","75.5","99.8","0","0","0","IDLE","3.51","35","90"
"85","2026-04-08 04:32:36","0","Seedling","OFF","31.5","0","77.5","99.9","0","0","0","IDLE","3.51","35","90"
"86","2026-04-08 14:03:41","0","Seedling","OFF","32.5","0","81.5","77.1","166.1","0","0","IDLE","9.85","35","80"
"87","2026-04-08 14:43:37","0","Seedling","OFF","32.5","0","83","75","145.5","0","0","IDLE","0.17","35","80"
"88","2026-04-08 14:53:38","0","Seedling","OFF","32.5","0","79","74.9","144.6","0","0","IDLE","0.33","35","90"
"89","2026-04-08 17:43:55","0","Seedling","OFF","32.5","0","84","100","27.1","0","0","IDLE","2.84","35","80"
"90","2026-04-08 23:34:29","1","Vegetative","Blue 450nm","32.5","0","83.5","78.2","394.1","0","0","IDLE","4.84","28","63"
"91","2026-04-11 17:37:42","0","Seedling","OFF","31","32","89","100","192.2","0","0","IDLE","3.68","14","80"
"92","2026-04-11 02:37:30","0","Seedling","OFF","32","32","70","37.8","254.9","1","1","OK","0","14","88"
"93","2026-04-11 02:38:25","0","Seedling","OFF","32.5","32.5","72","88.8","373.4","0","0","IDLE","0","14","90"
"94","2026-04-11 02:39:24","0","Seedling","OFF","32","32","74","40.1","171.9","0","0","IDLE","0","14","90"
"95","2026-04-11 02:39:38","0","Seedling","OFF","32","32","77","100","175.6","0","0","IDLE","0","14","90"
"96","2026-04-11 02:49:40","0","Seedling","OFF","32.5","32.5","81","100","0","0","0","IDLE","0","14","80"
"97","2026-04-11 02:59:41","0","Seedling","OFF","31.5","31.5","90","99.7","0","0","0","IDLE","0","14","80"
"98","2026-04-11 03:09:42","0","Seedling","OFF","31.5","31.5","95","99.9","0","0","0","IDLE","0","14","80"
"99","2026-04-11 03:19:42","0","Seedling","OFF","31.5","31.5","94","100","0","0","0","IDLE","0","14","80"
"100","2026-04-11 03:29:43","0","Seedling","OFF","31.5","31.5","94","99.9","0","0","0","IDLE","0","14","80"
"101","2026-04-11 03:39:44","0","Seedling","OFF","31.5","31.5","94.5","99.8","0","0","0","IDLE","0","14","80"
"102","2026-04-11 03:49:46","0","Seedling","OFF","31.5","31.5","96.5","100","0","0","0","IDLE","0","14","80"
"103","2026-04-11 03:59:47","0","Seedling","OFF","31.5","31.5","95.5","99.9","0","0","0","IDLE","0","14","80"
"104","2026-04-11 04:09:47","0","Seedling","OFF","31.5","31.5","96.5","99.9","0","0","0","IDLE","0","14","80"
"105","2026-04-11 04:19:48","0","Seedling","OFF","31.5","31.5","96.5","99.8","0","0","0","IDLE","0","14","80"
"106","2026-04-11 04:29:50","0","Seedling","OFF","31.5","31.5","96.5","99.6","0","0","0","IDLE","0","14","80"
"107","2026-04-11 04:39:50","0","Seedling","OFF","31.5","31.5","94.5","99.8","0","0","0","IDLE","0","14","80"
"108","2026-04-11 04:49:51","0","Seedling","OFF","31.5","31.5","94.5","99.7","0","0","0","IDLE","0","14","80"
"109","2026-04-11 04:59:52","0","Seedling","OFF","31.5","31.5","96.5","99.7","0","0","0","IDLE","0","14","80"
"110","2026-04-11 05:09:54","0","Seedling","OFF","31.5","31.5","96","99.6","0","0","0","IDLE","0","14","80"
"111","2026-04-11 05:19:54","0","Seedling","OFF","31.5","31.5","95.5","99.9","0","0","0","IDLE","0","14","80"
"112","2026-04-11 05:29:55","0","Seedling","OFF","31.5","31.5","95.5","99.8","0","0","0","IDLE","0","14","80"
"113","2026-04-11 05:39:56","0","Seedling","OFF","31.5","31.5","96.5","99.6","0","0","0","IDLE","0","14","80"
"114","2026-04-11 05:49:58","0","Seedling","OFF","31.5","31.5","96.5","99.8","0","0","0","IDLE","0","14","80"
"115","2026-04-11 05:59:58","0","Seedling","OFF","31.5","31.5","96.5","99.8","0","0","0","IDLE","0","14","80"
"116","2026-04-11 06:09:59","0","Seedling","OFF","31.5","31.5","96.5","99.8","0","0","0","IDLE","0","14","80"
"117","2026-04-11 06:20:00","0","Seedling","OFF","31.5","31.5","96.5","99.9","0","0","0","IDLE","0","14","80"
"118","2026-04-11 06:30:02","0","Seedling","OFF","31.5","31.5","96.5","99.7","0","0","0","IDLE","0","14","80"
"119","2026-04-11 06:40:02","0","Seedling","OFF","31.5","31.5","96.5","99.9","0","0","0","IDLE","0","14","80"
"120","2026-04-11 06:50:03","0","Seedling","OFF","31.5","31.5","96","99.9","0","0","0","IDLE","0","14","80"
"121","2026-04-11 07:00:04","0","Seedling","OFF","31.5","31.5","96.5","99.7","0","0","0","IDLE","0","14","80"
"122","2026-04-11 07:10:05","0","Seedling","OFF","31.5","31.5","96.5","100","0","0","0","IDLE","0","14","80"
"123","2026-04-11 07:20:06","0","Seedling","OFF","31.5","31.5","94.5","100","0","0","0","IDLE","0","14","80"
"124","2026-04-11 07:30:07","0","Seedling","OFF","31.5","31.5","94","99.9","0","0","0","IDLE","0","14","80"
"125","2026-04-11 07:40:08","0","Seedling","OFF","31.5","31.5","94.5","99.8","0","0","0","IDLE","0","14","80"
"126","2026-04-11 07:50:09","0","Seedling","OFF","31.5","31.5","96","99.8","6.8","0","0","IDLE","0","14","80"
"127","2026-04-11 08:00:10","0","Seedling","OFF","31.5","31.5","94.5","100","21.2","0","0","IDLE","0","14","80"
"128","2026-04-11 08:10:11","0","Seedling","OFF","31.5","31.5","94.5","99.8","25.4","0","0","IDLE","0","14","80"
"129","2026-04-11 08:20:12","0","Seedling","OFF","31.5","31.5","96.5","99.7","24.2","0","0","IDLE","0","14","80"
"130","2026-04-11 08:30:13","0","Seedling","OFF","31.5","31.5","95","99.8","31.7","0","0","IDLE","0","14","80"
"131","2026-04-11 08:40:14","0","Seedling","OFF","31.5","31.5","96","99.8","22.5","0","0","IDLE","0","14","80"
"132","2026-04-11 08:50:15","0","Seedling","OFF","31.5","31.5","96","99.9","52.3","0","0","IDLE","0.17","14","80"
"133","2026-04-11 09:00:16","0","Seedling","OFF","31.5","31.5","95.5","99.8","44","0","0","IDLE","0.17","14","80"
"134","2026-04-11 09:10:17","0","Seedling","OFF","31.5","31.5","95","99.8","44.9","0","0","IDLE","0.17","14","80"
"135","2026-04-11 09:20:18","0","Seedling","OFF","31.5","31.5","95.5","100","54","0","0","IDLE","0.34","14","80"
"136","2026-04-11 09:30:19","0","Seedling","OFF","31.5","31.5","92","99.9","50.8","0","0","IDLE","0.5","14","80"
"137","2026-04-11 09:40:20","0","Seedling","OFF","31.5","31.5","92","99.8","55.4","0","0","IDLE","0.67","14","80"
"138","2026-04-11 09:50:21","0","Seedling","OFF","31.5","31.5","93","99.8","58.4","0","0","IDLE","0.84","14","80"
"139","2026-04-11 10:00:22","0","Seedling","OFF","31.5","31.5","92.5","99.9","63.7","0","0","IDLE","1","14","80"
"140","2026-04-11 10:10:23","0","Seedling","OFF","31.5","31.5","94","100","63","0","0","IDLE","1.17","14","80"
"141","2026-04-11 10:20:24","0","Seedling","OFF","31","31","91","99.9","65.7","0","0","IDLE","1.34","14","80"
"142","2026-04-11 10:30:25","0","Seedling","OFF","31","31","91.5","100","149.2","0","0","IDLE","1.51","14","80"
"143","2026-04-11 10:40:26","0","Seedling","OFF","31","31","92","99.9","117","0","0","IDLE","1.67","14","80"
"144","2026-04-11 12:53:57","0","Seedling","OFF","25","25","83","100","290.1","0","0","IDLE","0","14","90"
"145","2026-04-11 13:03:58","0","Seedling","OFF","25","25","83","100","326.5","0","0","IDLE","0.17","14","90"
"146","2026-04-11 13:13:59","0","Seedling","OFF","25","25","82","99.8","367.5","0","0","IDLE","0.34","14","90"
"147","2026-04-11 13:24:00","0","Seedling","OFF","24.5","24.5","78.5","100","375.1","0","0","IDLE","0.5","14","100"
"148","2026-04-11 13:34:01","0","Seedling","OFF","24.5","24.5","81","100","323.8","0","0","IDLE","0.67","14","90"
"149","2026-04-11 13:44:02","0","Seedling","OFF","24","24","75.5","99.2","330.9","0","0","IDLE","0.84","14","100"
"150","2026-04-11 13:47:19","0","Seedling","OFF","24","24","81","100","297.9","0","0","IDLE","0","14","90"
"151","2026-04-11 13:57:21","0","Seedling","OFF","24","24","83","99.9","304.8","0","0","IDLE","0.17","14","90"
"152","2026-04-11 14:07:22","0","Seedling","OFF","27","27","89","99.5","49.6","0","0","IDLE","0.17","14","90"
"153","2026-04-11 14:17:23","0","Seedling","OFF","28","28","87.5","99.6","73.3","0","0","IDLE","0.34","14","90"
"154","2026-04-11 14:27:24","0","Seedling","OFF","29","29","75","100","81.8","0","0","IDLE","0.5","14","100"
"155","2026-04-11 14:37:24","0","Seedling","OFF","29.5","29.5","75","99.7","96","0","0","IDLE","0.67","14","100"
"156","2026-04-11 15:27:30","0","Seedling","OFF","30","30","89.5","100","339.4","0","0","IDLE","1.51","14","90"
"157","2026-04-11 15:37:31","0","Seedling","OFF","30.5","30.5","92","100","328.9","0","0","IDLE","1.67","14","90"
"158","2026-04-11 15:47:32","0","Seedling","OFF","30.5","30.5","92.5","100","314.5","0","0","IDLE","1.84","14","90"
"159","2026-04-11 16:07:33","0","Seedling","OFF","30.5","30.5","92","100","296.9","0","0","IDLE","2.17","14","90"
"160","2026-04-11 16:27:36","0","Seedling","OFF","30.5","30.5","93.5","100","277.2","0","0","IDLE","2.51","14","90"
"161","2026-04-11 16:37:36","0","Seedling","OFF","30.5","30.5","94.5","100","272.5","0","0","IDLE","2.67","14","90"
"162","2026-04-11 16:47:38","0","Seedling","OFF","31","31","90.5","100","263.7","0","0","IDLE","2.84","14","80"
"163","2026-04-11 16:57:38","0","Seedling","OFF","31","31","89","100","262.3","0","0","IDLE","3.01","14","80"
"167","2026-04-11 17:47:43","0","Seedling","OFF","31","32","88","100","158","0","0","IDLE","3.84","14","80"
"168","2026-04-11 17:57:44","0","Seedling","OFF","31","32","88","100","99.9","0","0","IDLE","4.01","14","80"
"170","2026-04-11 18:17:46","0","Seedling","OFF","31","32","88.5","100","0","0","0","IDLE","4.01","14","80"
"171","2026-03-31 03:02:58","0","Seedling",,"45","45","45","45","45","0","0","OK","0","0","0"
"172","2026-03-31 03:04:03","0","Seedling",,"45","45","45","50","45","0","0","OK","0","0","0"
"173","2026-03-31 03:13:30","0","Seedling",,"45","45","45","48.5","45","0","0","OK","0","0","0"
"174","2026-03-31 03:13:34","0","Seedling",,"26.2","26.2","45","48.5","45","0","0","OK","0","0","0"
"175","2026-03-31 03:13:37","0","Seedling",,"26.2","26.2","58","48.5","45","0","0","OK","0","0","0"
"176","2026-03-31 03:13:40","0","Seedling",,"26.2","26.2","58","48.5","410","0","0","OK","0","0","0"
"177","2026-03-31 03:13:46","0","Seedling",,"26.2","26.2","58","35","410","0","0","OK","0","0","0"
"178","2026-03-31 03:13:49","0","Seedling",,"30","30","58","35","410","0","0","OK","0","0","0"
"179","2026-03-31 03:13:52","0","Seedling",,"30","30","48","35","410","0","0","OK","0","0","0"
"180","2026-03-31 03:13:55","0","Seedling",,"30","30","48","35","520","0","0","OK","0","0","0"
"181","2026-04-06 16:39:46","0","Seedling",,"31.5","31.5","82.5","87.1","0","0","0","OK","0","0","0"
"182","2026-04-06 16:49:47","0","Seedling",,"31.5","31.5","81","82.8","0","0","0","OK","0","0","0"
"183","2026-04-06 16:59:48","0","Seedling",,"31.5","31.5","80.5","79.8","0","0","0","OK","0","0","0"
"184","2026-04-06 17:09:49","0","Seedling",,"31.5","31.5","80.5","77.4","0","0","0","OK","0","0","0"
"185","2026-04-06 17:19:50","0","Seedling",,"31.5","31.5","83.5","81.4","0","0","0","OK","0","0","0"
"186","2026-04-06 17:29:51","0","Seedling",,"31.5","31.5","77","83.4","0","0","0","OK","0","0","0"
"187","2026-04-06 17:39:52","0","Seedling",,"31.5","31.5","83","80.6","0","0","0","OK","0","0","0"
"188","2026-04-06 17:49:53","0","Seedling",,"31.5","31.5","83","78.7","0","0","0","OK","0","0","0"
"189","2026-04-06 17:59:54","0","Seedling",,"31.5","31.5","81.5","82.6","0","0","0","OK","0","0","0"
"190","2026-04-06 18:19:56","0","Seedling",,"31.5","31.5","85","83.4","0","0","0","OK","0","0","0"
"191","2026-04-06 18:29:57","0","Seedling",,"31.5","31.5","82.5","80.3","0","0","0","OK","0","0","0"
"192","2026-04-07 03:43:11","1","Vegetative","Blue","23.5","23.5","62","45","280","0","0","OK","8","18","82"
"193","2026-04-07 03:43:11","1","Vegetative","Blue","24","24","60","47","300","0","0","OK","9","17","84"
"194","2026-04-07 03:43:11","1","Vegetative","Blue","24.5","24.5","58","50","320","0","0","OK","10","16","86"
"195","2026-04-07 03:43:11","1","Vegetative","Blue","25","25","56","52","340","0","0","OK","11","15","87"
"196","2026-04-07 03:43:11","1","Vegetative","Blue","24.2","24.2","59","49","310","0","0","OK","10.5","15","85"
"197","2026-04-07 03:43:11","1","Vegetative","Blue","23.8","23.8","61","46","290","0","0","OK","9.5","14","83"
"198","2026-04-07 03:43:11","1","Vegetative","Blue","23.3","23.3","63","44","270","0","0","OK","8.5","13","81"
"199","2026-04-07 03:43:11","1","Vegetative","Blue","24.1","24.1","60","48","305","0","0","OK","9.8","12","84"
"200","2026-04-07 03:43:11","1","Vegetative","Blue","24.7","24.7","57","51","330","0","0","OK","10.8","11","86"
"201","2026-04-07 03:43:11","1","Vegetative","Blue","25.1","25.1","55","53","345","0","0","OK","11.2","10","88"
"202","2026-04-07 03:50:11","0","Seedling","OFF","31.5","31.5","79","78.7","106","0","0","IDLE","3.17","35","90"
"203","2026-04-07 04:00:12","0","Seedling","OFF","31.5","31.5","84.5","79.1","109.9","0","0","IDLE","3.34","35","80"
"204","2026-04-07 04:10:13","0","Seedling","OFF","31.5","31.5","83","81.7","69.8","0","0","IDLE","3.51","35","80"
"205","2026-04-07 04:30:15","0","Seedling","OFF","31.5","31.5","78","79.2","0","0","0","IDLE","3.51","35","90"
"206","2026-04-07 04:50:17","0","Seedling","OFF","31.5","31.5","78","78.9","0","0","0","IDLE","3.51","35","90"
"207","2026-04-07 05:00:18","0","Seedling","OFF","31.5","31.5","82","77.9","0","0","0","IDLE","3.51","35","80"
"208","2026-04-07 05:10:19","0","Seedling","OFF","31.5","31.5","81","78","0","0","0","IDLE","3.51","35","80"
"209","2026-04-07 05:20:20","0","Seedling","OFF","31.5","31.5","83","75","0","0","0","IDLE","3.51","35","80"
"210","2026-04-07 05:30:21","0","Seedling","OFF","31.5","31.5","78.5","78.2","0","0","0","IDLE","3.51","35","90"
"211","2026-04-07 05:40:22","0","Seedling","OFF","31.5","31.5","77","75.8","0","0","0","IDLE","3.51","35","90"
"212","2026-04-07 05:50:22","0","Seedling","OFF","31.5","31.5","83","75.3","0","0","0","IDLE","3.51","35","80"
"213","2026-04-07 06:00:23","0","Seedling","OFF","31.5","31.5","81","76.5","0","0","0","IDLE","3.51","35","80"
"214","2026-04-07 06:10:25","0","Seedling","OFF","31.5","31.5","79","73.9","0","0","0","IDLE","3.51","35","90"
"215","2026-04-07 06:20:26","0","Seedling","OFF","31.5","31.5","77.5","73.1","0","0","0","IDLE","3.51","35","90"
"216","2026-04-07 06:30:27","0","Seedling","OFF","31.5","31.5","77","75","0","0","0","IDLE","3.51","35","90"
"217","2026-04-07 08:30:39","0","Seedling","OFF","31","31","74.5","72.2","0","0","0","IDLE","3.51","35","90"
"218","2026-04-07 09:50:46","0","Seedling","OFF","31.5","31.5","70","81.6","159","0","0","IDLE","4.17","35","90"
"219","2026-04-07 13:21:07","0","Seedling","OFF","31.5","31.5","83","68.9","26.9","0","0","IDLE","4.84","35","80"
"220","2026-04-07 13:31:08","0","Seedling","OFF","31.5","31.5","79.5","67.4","27.1","0","0","IDLE","4.84","35","90"
"221","2026-04-07 13:41:09","0","Seedling","OFF","31.5","31.5","79","65.4","29.1","0","0","IDLE","4.84","35","90"
"222","2026-04-07 15:51:22","0","Seedling","OFF","31.5","31.5","76","75","9.8","0","0","IDLE","0","35","90"
"223","2026-04-07 18:21:37","0","Seedling","OFF","32.5","32.5","85","55.2","0","0","0","IDLE","1.5","35","80"
"224","2026-04-07 18:51:40","0","Seedling","OFF","32.5","32.5","87.5","78.8","0","0","0","IDLE","1.5","35","80"
"225","2026-04-07 21:11:53","0","Seedling","OFF","32.5","32.5","74.5","100","93.3","0","0","IDLE","2.84","35","90"
"226","2026-04-07 23:02:05","0","Seedling","OFF","32.5","32.5","80","99.8","0","0","0","IDLE","3.51","35","90"
"227","2026-04-08 00:02:10","0","Seedling","OFF","31.5","31.5","75","99.6","0","0","0","IDLE","3.51","35","90"
"228","2026-04-08 00:12:11","0","Seedling","OFF","31.5","31.5","78.5","99.5","0","0","0","IDLE","3.51","35","90"
"229","2026-04-08 00:22:12","0","Seedling","OFF","31.5","31.5","80","99.6","0","0","0","IDLE","3.51","35","90"
"230","2026-04-08 00:32:13","0","Seedling","OFF","32","32","81.5","99.9","0","0","0","IDLE","3.51","35","80"
"231","2026-04-08 00:42:14","0","Seedling","OFF","31.5","31.5","81.5","99.9","0","0","0","IDLE","3.51","35","80"
"232","2026-04-08 00:52:15","0","Seedling","OFF","31.5","31.5","81.5","100","0","0","0","IDLE","3.51","35","80"
"233","2026-04-08 01:02:16","0","Seedling","OFF","31.5","31.5","82.5","100","0","0","0","IDLE","3.51","35","80"
"234","2026-04-08 01:12:17","0","Seedling","OFF","31.5","31.5","80","99.8","0","0","0","IDLE","3.51","35","90"
"235","2026-04-08 01:22:18","0","Seedling","OFF","31.5","31.5","81","99.4","0","0","0","IDLE","3.51","35","80"
"236","2026-04-08 01:32:19","0","Seedling","OFF","31.5","31.5","81","99.5","0","0","0","IDLE","3.51","35","80"
"237","2026-04-08 01:42:20","0","Seedling","OFF","31.5","31.5","79","99.9","0","0","0","IDLE","3.51","35","90"
"238","2026-04-08 01:52:21","0","Seedling","OFF","31.5","31.5","78.5","99.7","0","0","0","IDLE","3.51","35","90"
"239","2026-04-08 02:02:22","0","Seedling","OFF","31.5","31.5","80.5","99.7","0","0","0","IDLE","3.51","35","80"
"240","2026-04-08 02:42:26","0","Seedling","OFF","31.5","31.5","81.5","99.6","0","0","0","IDLE","3.51","35","80"
